epoch,acc,loss,val_acc,val_loss
0,0.1269698243117442,22.224878707923985,0.3933385628111222,15.323164547190947
1,0.4333013863790603,13.549303724054704,0.43845490848316865,12.724925994873047
2,0.43129296036889975,12.168028157456478,0.35769213297787833,11.97552624870749
3,0.4650400713011248,11.569819237119589,0.48169848673483906,11.739661385031308
4,0.5129295708541584,11.377191125300893,0.4945063450757195,11.461348982418285
5,0.4827497616447602,10.932983111618157,0.475995998172199,11.404219907872816
6,0.5010335708982382,10.512091421002719,0.45974744768703685,11.251701579374426
7,0.4916182737003891,10.352164428634453,0.47992171785410714,11.030526497784782
8,0.4947450805576822,10.093054185833847,0.46386347623432383,11.04844076493207
9,0.4848840493606147,9.927925150496021,0.47116083958569693,11.09253625308766
10,0.4815812047252703,9.68480680216497,0.504740843001534,10.875847199383903
11,0.49103203512970967,9.476986478743397,0.47000889392460093,10.779807763941148
12,0.4485437724375187,9.318297665818294,0.4900080193491543,10.698721212499281
13,0.4886009576332629,9.21029160130563,0.47593536622384014,10.907834894516888
14,0.48083949552144023,9.04527899615448,0.47148756244603324,10.631828364203958
15,0.47399892820451495,8.84987791917079,0.4896863488590016,10.64291353786693
16,0.47944270868097716,8.696154589629053,0.5423257280798519,10.682236390955309
17,0.48280974849124897,8.40475951460071,0.4210998784093296,10.654123923357796
18,0.4614368888519163,8.28366614344126,0.4912205934524536,10.503280527451459
19,0.46700580989507806,8.130379045816293,0.4789634504738976,10.559571490568274
20,0.5013588623485373,8.048924195706546,0.48748012150035186,10.517628164852367
21,0.49425972725514483,7.871519809378717,0.46128169403356667,10.591881527620203
22,0.4802869798844321,7.805742029558148,0.48762159487780404,10.410028177149156
23,0.4543406740205372,7.6416080417345515,0.46824560270589943,10.480386902304257
24,0.44107348018122794,7.433123599317737,0.44287071333212014,10.46759667116053
25,0.45587184255882013,7.353646354866506,0.4550217530306648,10.54203499064726
26,0.4446804560159319,7.430718564507949,0.4479736492914312,10.452105522155762
27,0.4801054416145,7.2389933339934,0.46780435127370495,10.5204278160544
28,0.48338709394435836,7.170817240138998,0.4851863244000603,10.388540267944336
29,0.45270141070349174,7.083042351524334,0.43036431074142456,10.52763058157528
30,0.44742091067472295,6.932182561213048,0.4637876924346475,10.44526980904972
31,0.4592648602667309,6.900504075196154,0.467615734128391,10.64878256180707
32,0.4768783217832857,6.82854858317172,0.48833566904067993,10.363460316377527
33,0.4805988524876647,7.064555897784593,0.47690879597383384,10.435519218444824
34,0.4942400636230794,6.7069170337571835,0.4981272360857795,10.656195528366986
35,0.479051500260083,6.796770212943094,0.4708913792582119,10.550902422736673
36,0.45146311183071614,6.75390981669402,0.4763681923641878,10.55436055800494
37,0.481194684081209,6.63266256399322,0.48611092742751627,10.444685206693762
38,0.49611875967573105,6.5541872297014505,0.48829356712453503,10.32252446342917
39,0.48899806292732256,6.467732951754615,0.5070211659459507,10.478705181795007
40,0.4798262683889974,6.480185075021868,0.44481925929293914,10.42903355991139
41,0.46427165087601896,6.382889355633193,0.4589070660226485,10.532042166765999
42,0.48044340712086003,6.503175494067352,0.46932850515141206,10.434780850129968
43,0.482464573566039,6.45727010947376,0.47685659282347737,10.53119042340447
44,0.48590512443007083,6.31171677285866,0.5119843149886412,10.500887926887064
45,0.49197748191374585,6.328385761805943,0.49239444557358236,10.55888002059039
46,0.49738226561390575,6.29714617657302,0.5172455538721645,10.358045690199909
47,0.5032228111921994,6.31537759991218,0.5140457013074089,10.423637446235208
48,0.5061255969798057,6.401704078330133,0.5043770688421586,10.27052256640266
49,0.48935511872583165,6.3271885599408835,0.47312622911789837,10.501116640427533
50,0.4756193342969645,6.221145966544223,0.44882581865086274,10.398660379297594
51,0.4771275992381543,6.259512809284947,0.4981322954682743,10.383678099688362
52,0.4948003309263024,6.128769299738987,0.5033160553259008,10.363250508027917
53,0.48448106908618505,6.177320563014428,0.4995924374636482,10.51351053574506
54,0.4941328643706807,6.165656976532518,0.5166695784119999,10.40965467340806
55,0.49262069557842453,5.975424062638056,0.48509707170374256,10.35825740589815
56,0.484627528481148,6.013885663382372,0.4696468027199016,10.50897637535544
57,0.4989568240062934,6.103694241746028,0.49773315471761365,10.402866251328412
58,0.49550410761570274,6.109703883790133,0.5043585458222557,10.23631196863511
59,0.4968236828208866,5.967917610828142,0.48693783844218536,10.421460039475384
60,0.5095385016508438,5.920925932313929,0.4988042642088497,10.423463933608112
61,0.5003900606381265,5.937886403019267,0.49786282286924477,10.460682588465074
62,0.506305702348102,5.861995045702559,0.504353486439761,10.616034619948444
63,0.49199530564660404,5.981731084123928,0.5188454897964702,10.567783860599294
64,0.50133120296593,6.005012495475903,0.5217859920333413,10.326548800748938
